Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,Churn,Churn Probability,Predicted Churn,Risk Level,Intervention Priority,Retention Recommendation,Monthly Revenue at Risk
1137-DGOWI,Female,53,No,No,Yes,No,0,United States,California,Coachella,92236,33.680031,-116.171678,23170,Q3,Yes,7,30,No Offer,Yes,17.33,No,Yes,DSL,13,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,70.25,2198.9,0.0,0,519.9,2718.8,4,Stayed,No,66,5417,Not Churned,Not Churned,0,0.008502317557638688,0,Low Risk,Maintain,Maintain Relationship,0.5972878084241178
3812-LRZIR,Female,51,No,No,Yes,Yes,1,United States,California,Desert Hot Springs,92240,33.948558,-116.516976,22796,Q3,Yes,1,27,No Offer,Yes,35.52,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.5,761.95,0.0,0,959.04,1720.9900000000002,3,Stayed,No,67,2645,Not Churned,Not Churned,0,0.010811818538179982,0,Low Risk,Maintain,Maintain Relationship,0.26488955418540955
9483-GCPWE,Male,60,No,No,No,Yes,3,United States,California,Earp,92242,34.137742,-114.36514,1564,Q3,No,0,9,No Offer,Yes,27.34,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,190.25,0.0,0,246.06,436.31,4,Stayed,No,20,3444,Not Churned,Not Churned,0,0.01236488529371136,0,Low Risk,Maintain,Maintain Relationship,0.24853419440359836
4227-OJHAL,Female,47,No,No,Yes,Yes,2,United States,California,El Centro,92243,32.770393,-115.60915,43712,Q3,Yes,8,68,No Offer,Yes,20.15,Yes,Yes,DSL,16,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,73.0,5163.0,0.0,0,1370.1999999999998,6533.2,4,Stayed,No,67,4156,Not Churned,Not Churned,0,0.0004471326034227902,0,Low Risk,Maintain,Maintain Relationship,0.03264068004986368
9220-CXRSC,Female,56,No,No,Yes,Yes,2,United States,California,Heber,92249,32.730583,-115.501083,3535,Q3,Yes,10,69,No Offer,Yes,39.07,Yes,Yes,DSL,19,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,61.4,4059.85,0.0,0,2695.83,6755.68,3,Stayed,No,80,5266,Not Churned,Not Churned,0,1.9187797887084092e-05,0,Low Risk,Maintain,Maintain Relationship,0.0011781307902669633
4993-JCRGJ,Male,62,No,No,No,No,0,United States,California,Holtville,92250,32.811001,-115.152865,8062,Q3,No,0,26,No Offer,Yes,37.69,Yes,Yes,Fiber Optic,30,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.3,2281.6,0.0,0,979.94,3261.54,5,Stayed,No,66,5471,Not Churned,Not Churned,0,0.416377407778528,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Online Security Offer + Plan/Pricing Review,35.10061547572991
9537-JALFH,Male,49,No,No,Yes,Yes,2,United States,California,Imperial,92251,32.858595,-115.662709,14546,Q3,Yes,10,69,Offer A,Yes,28.19,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1356.7,0.0,0,1945.11,3301.8100000000004,3,Stayed,No,54,6058,Not Churned,Not Churned,0,3.7599049472739026e-05,0,Low Risk,Maintain,Maintain Relationship,0.0007482210845075065
6698-OXETB,Male,60,No,No,No,No,0,United States,California,Joshua Tree,92252,34.167236,-116.281511,8141,Q3,No,0,11,Offer D,Yes,49.8,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4,231.45,0.0,0,547.8,779.25,4,Stayed,No,51,5397,Not Churned,Not Churned,0,0.0071824247687907565,0,Low Risk,Maintain,Maintain Relationship,0.14652146528333143
2103-ZRXFN,Male,19,Yes,No,No,No,0,United States,California,La Quinta,92253,33.695532,-116.310571,23971,Q3,No,0,1,No Offer,Yes,24.66,Yes,Yes,DSL,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.75,50.75,0.0,0,24.66,75.41,4,Joined,No,69,3631,Not Churned,Not Churned,0,0.3270037577836676,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,16.59544070752113
3724-BSCVH,Male,37,No,No,Yes,Yes,1,United States,California,Mecca,92254,33.543835,-115.993906,8768,Q3,No,0,10,Offer D,Yes,37.59,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,0.0,0,375.9,618.3000000000001,4,Stayed,No,54,4613,Not Churned,Not Churned,0,0.011109462481197464,0,Low Risk,Maintain,Maintain Relationship,0.22718850774048813
4877-TSOFF,Female,41,No,No,Yes,Yes,3,United States,California,Morongo Valley,92256,34.097863,-116.594561,3499,Q3,Yes,7,55,Offer B,Yes,16.16,Yes,Yes,DSL,29,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.75,4264.25,0.0,0,888.8,5153.05,3,Stayed,No,51,4489,Not Churned,Not Churned,0,0.0013749889397060729,0,Low Risk,Maintain,Maintain Relationship,0.10415541218273502
9209-NWPGU,Male,42,No,No,No,No,0,United States,California,Niland,92257,33.345825,-115.596574,2753,Q3,No,0,44,Offer B,Yes,34.98,No,Yes,Cable,2,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.4,2774.55,0.0,0,1539.12,4313.67,3,Stayed,No,76,5827,Not Churned,Not Churned,0,0.04338564280156952,0,Low Risk,Maintain,Maintain Relationship,2.837421039222647
7306-YDSOI,Male,32,No,No,Yes,Yes,1,United States,California,Ocotillo,92259,32.698964,-115.886656,471,Q3,Yes,4,69,Offer A,Yes,49.4,No,Yes,DSL,12,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.9,0.0,0,3408.6,7478.5,3,Stayed,No,39,4665,Not Churned,Not Churned,0,0.00227901291855311,0,Low Risk,Maintain,Maintain Relationship,0.13617102188354832
0655-YDGFJ,Male,34,No,No,No,No,0,United States,California,Palm Springs,92264,33.745746,-116.514215,18884,Q3,No,0,29,Offer C,Yes,10.06,No,Yes,DSL,25,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,0.0,0,291.74,1615.44,3,Stayed,No,66,4825,Not Churned,Not Churned,0,0.171276263070898,0,Low Risk,Maintain,Maintain Relationship,8.383973077320457
8468-EHYJA,Female,32,No,No,Yes,No,0,United States,California,Palo Verde,92266,33.3249,-114.758334,291,Q3,No,0,57,Offer B,Yes,12.19,Yes,Yes,Fiber Optic,16,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,5497.05,0.0,0,694.8299999999999,6191.88,4,Stayed,No,42,5106,Not Churned,Not Churned,0,0.6019081980700505,1,High Risk,Immediate,Contract Upgrade + Tech Support Offer + Plan/Pricing Review,59.98015193768053
6823-SIDFQ,Male,58,No,No,No,No,0,United States,California,Parker Dam,92267,34.273872,-114.192901,131,Q3,No,0,28,Offer C,Yes,40.39,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.25,534.7,0.0,0,1130.92,1665.62,4,Stayed,No,67,5327,Not Churned,Not Churned,0,0.015366525592218655,0,Low Risk,Maintain,Maintain Relationship,0.28043909205799045
1097-FSPVW,Female,42,No,No,No,No,0,United States,California,Pioneertown,92268,34.201108,-116.593456,354,Q3,No,0,42,Offer B,Yes,32.16,No,Yes,DSL,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.55,2455.05,0.0,0,1350.7199999999998,3805.77,3,Stayed,No,72,5387,Not Churned,Not Churned,0,0.09926296892308063,0,Low Risk,Maintain,Maintain Relationship,5.414794954754048
8328-SKJNO,Male,61,No,No,No,Yes,1,United States,California,Seeley,92273,32.790282,-115.689559,1632,Q3,No,0,23,No Offer,No,0.0,No,Yes,DSL,19,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.65,947.4,0.0,0,0.0,947.4,3,Stayed,No,43,5230,Not Churned,Not Churned,0,0.015126042761375861,0,Low Risk,Maintain,Maintain Relationship,0.6148736382499287
7010-ZMVBF,Female,39,No,No,Yes,Yes,2,United States,California,Thermal,92274,33.53604,-116.119222,17018,Q3,Yes,8,18,No Offer,Yes,14.6,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,357.0,0.0,0,262.8,619.8,4,Stayed,No,71,2047,Not Churned,Not Churned,0,0.0024380763377776986,0,Low Risk,Maintain,Maintain Relationship,0.04985866110755394
5201-CBWYG,Male,60,No,No,Yes,Yes,1,United States,California,Salton City,92275,33.28156,-115.955541,799,Q3,Yes,1,62,No Offer,Yes,16.48,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0,1021.76,2498.01,5,Stayed,No,53,5105,Not Churned,Not Churned,0,0.013048399679228193,0,Low Risk,Maintain,Maintain Relationship,0.32360031204485923
6352-GIGGQ,Male,19,Yes,No,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,67,Offer A,Yes,37.32,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,88.8,5903.15,0.0,0,2500.44,8403.59,3,Stayed,No,68,4081,Not Churned,Not Churned,0,0.0961757512519486,0,Low Risk,Maintain,Maintain Relationship,8.540406711173036
3635-QQRQD,Male,19,Yes,No,No,No,0,United States,California,Westmorland,92281,33.03679,-115.60503,2388,Q3,No,0,62,No Offer,Yes,33.68,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.05,1201.65,0.0,0,2088.16,3289.81,4,Stayed,No,74,4568,Not Churned,Not Churned,0,0.0023634285645948504,0,Low Risk,Maintain,Maintain Relationship,0.04738674272012675
2897-DOVND,Male,31,No,No,No,No,0,United States,California,Winterhaven,92283,32.852947,-114.850784,3663,Q3,No,0,2,No Offer,Yes,11.19,No,Yes,Fiber Optic,14,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,146.65,0.0,10,22.38,179.03,3,Joined,No,26,3527,Not Churned,Not Churned,0,0.6412212562708454,1,High Risk,Immediate,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,44.75724368770501
3082-YVEKW,Female,62,No,No,Yes,Yes,2,United States,California,Yucca Valley,92284,34.159534,-116.425984,20486,Q3,Yes,10,23,No Offer,Yes,33.02,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,77.15,1759.4,0.0,0,759.46,2518.86,3,Stayed,No,33,2572,Not Churned,Not Churned,0,0.0002452697408271251,0,Low Risk,Maintain,Maintain Relationship,0.018922560504812704
0191-EQUUH,Female,32,No,No,No,Yes,3,United States,California,Landers,92285,34.341737,-116.539416,2182,Q3,No,0,25,Offer C,No,0.0,No,Yes,Cable,75,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,35.05,844.45,0.0,0,0.0,844.45,4,Stayed,No,69,2754,Not Churned,Not Churned,0,0.0038650975574338014,0,Low Risk,Maintain,Maintain Relationship,0.13547166938805472
3489-HHPFY,Female,40,No,No,Yes,No,0,United States,California,Amboy,92304,34.559882,-115.637164,42,Q3,Yes,9,2,No Offer,Yes,22.23,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,134.05,0.0,0,44.46,178.51000000000002,5,Joined,No,78,2115,Not Churned,Not Churned,0,0.10286190090892518,0,Low Risk,Maintain,Maintain Relationship,8.64554277139516
2926-JEJJC,Female,26,Yes,No,No,No,0,United States,California,Angelus Oaks,92305,34.1678,-116.86433,301,Q3,No,0,8,No Offer,Yes,5.27,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,140.95,0.0,0,42.16,183.11,4,Stayed,No,38,5066,Not Churned,Not Churned,0,0.08135953670618971,0,Low Risk,Maintain,Maintain Relationship,1.6434626414650322
4950-BDEUX,Male,47,No,No,No,No,0,United States,California,Apple Valley,92308,34.424926,-117.184503,28819,Q3,No,0,35,Offer C,No,0.0,No,Yes,DSL,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.2,1701.65,0.0,0,0.0,1701.65,4,Stayed,No,40,2782,Not Churned,Not Churned,0,0.34141804492043937,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,16.797767810085617
5789-LDFXO,Male,60,No,No,No,No,0,United States,California,Baker,92309,35.28952,-116.092214,904,Q3,No,0,24,Offer C,Yes,47.33,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,592.65,0.0,0,1135.92,1728.5700000000002,3,Stayed,No,79,5448,Not Churned,Not Churned,0,0.03667000987143126,0,Low Risk,Maintain,Maintain Relationship,0.902082242837209
0508-OOLTO,Female,33,No,No,Yes,Yes,1,United States,California,Fort Irwin,92310,35.349241,-116.770281,9465,Q3,Yes,5,2,No Offer,Yes,29.03,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,135.75,0.0,0,58.06,193.81,3,Joined,No,67,3916,Not Churned,Not Churned,0,0.15241252803267205,0,Low Risk,Maintain,Maintain Relationship,10.920357633540954
2984-TBYKU,Male,38,No,No,Yes,Yes,3,United States,California,Barstow,92311,34.965648,-117.001509,31293,Q3,Yes,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0.0,0,2319.84,10052.49,4,Stayed,No,25,6378,Not Churned,Not Churned,0,0.0019290701617169406,0,Low Risk,Maintain,Maintain Relationship,0.2023594599641071
9822-WMWVG,Female,20,Yes,No,No,No,0,United States,California,Grand Terrace,92313,34.029175,-117.307211,11024,Q3,No,0,41,No Offer,Yes,36.7,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.5,4282.4,0.0,0,1504.7,5787.099999999999,4,Stayed,No,75,4434,Not Churned,Not Churned,0,0.3741599338440936,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Plan/Pricing Review,39.84803295439597
9040-KZVWO,Male,59,No,No,No,No,0,United States,California,Big Bear Lake,92315,34.242058,-116.89802,5447,Q3,No,0,26,Offer C,Yes,39.63,No,Yes,Fiber Optic,29,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.5,2018.1,0.0,0,1030.38,3048.48,4,Stayed,No,43,5184,Not Churned,Not Churned,0,0.09381387719337433,0,Low Risk,Maintain,Maintain Relationship,7.082947728099763
1548-ARAGG,Female,28,Yes,No,Yes,Yes,3,United States,California,Cedar Glen,92321,34.255203,-117.175654,455,Q3,Yes,9,4,No Offer,Yes,35.2,Yes,Yes,DSL,52,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.5,224.85,0.0,0,140.8,365.65,3,Stayed,No,23,5605,Not Churned,Not Churned,0,0.0034951447831373258,0,Low Risk,Maintain,Maintain Relationship,0.20446596981353354
6339-RZCBJ,Male,45,No,No,No,No,0,United States,California,Colton,92324,34.030915,-117.273201,52202,Q3,No,0,48,No Offer,Yes,3.59,No,Yes,DSL,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.9,3771.5,0.0,0,172.32,3943.82,4,Stayed,No,47,4063,Not Churned,Not Churned,0,0.009372898516566502,0,Low Risk,Maintain,Maintain Relationship,0.7395216929570971
2522-AHJXR,Male,36,No,No,Yes,No,0,United States,California,Death Valley,92328,36.27688,-117.033326,443,Q3,Yes,6,60,No Offer,Yes,4.59,Yes,Yes,Fiber Optic,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.45,6572.85,0.0,0,275.4,6848.25,4,Stayed,No,77,4350,Not Churned,Not Churned,0,0.12679672783553994,0,Low Risk,Maintain,Maintain Relationship,13.877901861599847
0412-UCCNP,Male,20,Yes,No,No,No,0,United States,California,Essex,92332,34.9436,-115.287901,115,Q3,No,0,55,No Offer,Yes,12.28,No,Yes,DSL,48,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.2,3175.85,0.0,0,675.4,3851.25,3,Stayed,No,33,5162,Not Churned,Not Churned,0,0.006437756802593539,0,Low Risk,Maintain,Maintain Relationship,0.3811152027135375
1816-FLZDK,Male,34,No,No,No,No,0,United States,California,Fawnskin,92333,34.274846,-116.937581,414,Q3,No,0,1,No Offer,No,0.0,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.15,29.15,0.0,0,0.0,29.15,5,Joined,No,40,3923,Not Churned,Not Churned,0,0.31888282962177067,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Online Security Offer,9.295434483474615
7096-UCLNH,Male,30,No,No,No,No,0,United States,California,Fontana,92335,34.087558,-117.464096,82630,Q3,No,0,1,No Offer,Yes,11.1,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,11.1,31.15,4,Joined,No,49,2313,Not Churned,Not Churned,0,0.18761173018268015,0,Low Risk,Maintain,Maintain Relationship,3.761615190162737
4615-PIVVU,Female,33,No,No,No,No,0,United States,California,Ludlow,92338,34.702766,-116.093376,23,Q3,No,0,42,No Offer,Yes,34.76,No,Yes,Cable,20,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,2762.75,0.0,0,1459.9199999999998,4222.67,5,Stayed,No,62,4668,Not Churned,Not Churned,0,0.013492970033702768,0,Low Risk,Maintain,Maintain Relationship,0.897282507241234
8885-QSQBX,Female,45,No,No,No,No,0,United States,California,Forest Falls,92339,34.067699,-116.903891,958,Q3,No,0,1,No Offer,Yes,10.83,No,Yes,DSL,15,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.55,49.55,0.0,0,10.83,60.38,4,Joined,No,36,5277,Not Churned,Not Churned,0,0.34671219587169383,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer,17.179589305442427
8617-ENBDS,Male,29,Yes,No,No,No,0,United States,California,Helendale,92342,34.757783,-117.33997,4948,Q3,No,0,3,No Offer,Yes,27.34,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0.0,10,82.02,324.52,5,Joined,No,53,5510,Not Churned,Not Churned,0,0.5058059716241435,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,37.22731951153696
9385-NXKDA,Female,53,No,No,Yes,No,0,United States,California,Hesperia,92345,34.361387,-117.337509,68515,Q3,Yes,7,72,Offer A,Yes,17.28,Yes,Yes,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.65,5919.35,0.0,0,1244.16,7163.51,3,Stayed,No,42,4324,Not Churned,Not Churned,0,0.0029118270199259676,0,Low Risk,Maintain,Maintain Relationship,0.24066250319688123
0430-IHCDJ,Male,40,No,No,No,No,0,United States,California,Highland,92346,34.129677,-117.154277,48245,Q3,No,0,15,No Offer,Yes,11.75,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,749.25,0.0,0,176.25,925.5,3,Stayed,No,25,2597,Not Churned,Not Churned,0,0.43296822024193954,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer,21.215442791855036
6674-KVJHG,Female,50,No,No,No,No,0,United States,California,Lake Arrowhead,92352,34.2565,-117.19335,9793,Q3,No,0,11,No Offer,Yes,1.87,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.2,245.15,0.0,0,20.57,265.72,4,Stayed,No,55,4998,Not Churned,Not Churned,0,0.07870378321385153,0,Low Risk,Maintain,Maintain Relationship,1.9833353369890585
1814-DKOLC,Female,63,No,No,No,No,0,United States,California,Loma Linda,92354,34.049315,-117.255974,18068,Q3,No,0,5,No Offer,Yes,5.41,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.45,134.75,0.0,0,27.05,161.8,3,Stayed,No,24,4855,Not Churned,Not Churned,0,0.23556258577107045,0,Low Risk,Maintain,Maintain Relationship,5.995067807873743
9351-HXDMR,Male,37,No,No,Yes,No,0,United States,California,Lytle Creek,92358,34.238162,-117.534306,1090,Q3,Yes,6,72,Offer A,Yes,46.16,Yes,Yes,Fiber Optic,14,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.9,8240.85,0.0,0,3323.5199999999995,11564.37,3,Stayed,No,67,4938,Not Churned,Not Churned,0,0.01388212078775571,0,Low Risk,Maintain,Maintain Relationship,1.5395271953621081
3537-HPKQT,Female,20,Yes,No,Yes,No,0,United States,California,Mentone,92359,34.103578,-117.04054,7324,Q3,Yes,3,55,No Offer,Yes,23.45,Yes,Yes,Fiber Optic,53,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,77.75,4266.4,0.0,0,1289.75,5556.15,3,Stayed,No,46,4621,Not Churned,Not Churned,0,0.2057299395465689,0,Low Risk,Maintain,Maintain Relationship,15.995502799745733
2129-ALKBS,Female,49,No,No,Yes,Yes,4,United States,California,Needles,92363,34.711224,-114.702256,5488,Q3,Yes,5,40,No Offer,Yes,49.22,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,26.2,1077.5,0.0,0,1968.8,3046.3,3,Stayed,No,37,2211,Not Churned,Not Churned,0,0.020731313484201642,0,Low Risk,Maintain,Maintain Relationship,0.543160413286083
5821-MMEIL,Female,43,No,No,Yes,No,0,United States,California,Nipton,92364,35.478736,-115.516984,162,Q3,Yes,6,57,No Offer,Yes,44.86,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.9,1115.6,0.0,0,2557.02,3672.62,5,Stayed,No,48,4408,Not Churned,Not Churned,0,0.0007776502472666719,0,Low Risk,Maintain,Maintain Relationship,0.01547523992060677
6968-URWQU,Male,50,No,No,Yes,No,0,United States,California,Redlands,92374,34.064073,-117.166158,36675,Q3,Yes,9,43,No Offer,Yes,4.34,No,Yes,DSL,23,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,56.35,2391.15,0.0,0,186.62,2577.77,4,Stayed,No,70,4928,Not Churned,Not Churned,0,0.002594450170811329,0,Low Risk,Maintain,Maintain Relationship,0.14619726712521838
4742-TXUEX,Female,24,Yes,No,Yes,Yes,3,United States,California,Rialto,92376,34.109775,-117.378904,75882,Q3,Yes,1,47,No Offer,Yes,2.56,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.3,890.5,0.0,0,120.32,1010.82,4,Stayed,No,43,5829,Not Churned,Not Churned,0,0.0038211505874566954,0,Low Risk,Maintain,Maintain Relationship,0.07374820633791422
9631-XEYKE,Male,28,Yes,No,No,No,0,United States,California,Rialto,92377,34.156758,-117.404686,18518,Q3,No,0,3,No Offer,Yes,29.74,Yes,Yes,DSL,59,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.4,137.25,0.0,0,89.22,226.47,5,Joined,No,53,4639,Not Churned,Not Churned,0,0.4196917471423715,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Early-Tenure Intervention + Tech Support Offer + Online Security Offer,21.152464055975525
1335-MXCSE,Male,24,Yes,No,Yes,Yes,1,United States,California,Shoshone,92384,35.924252,-116.188668,87,Q3,Yes,5,55,No Offer,Yes,46.61,No,Yes,DSL,30,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,55.25,3119.9,0.0,0,2563.55,5683.450000000001,3,Stayed,No,42,5821,Not Churned,Not Churned,0,0.0005271269224627268,0,Low Risk,Maintain,Maintain Relationship,0.029123762466065656
8873-TMKGR,Male,40,No,No,No,No,0,United States,California,Sugarloaf,92386,34.243088,-116.830015,1834,Q3,No,0,29,Offer C,Yes,49.52,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.1,529.5,0.0,0,1436.0800000000002,1965.58,4,Stayed,No,38,5880,Not Churned,Not Churned,0,0.014414827927117268,0,Low Risk,Maintain,Maintain Relationship,0.27532321340793986
8800-JOOCF,Female,56,No,No,No,Yes,1,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,12,No Offer,Yes,17.85,Yes,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,0.0,0,214.2,1180.75,4,Stayed,No,77,4621,Not Churned,Not Churned,0,0.38163910868591966,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,32.07676708505154
1469-LBJQJ,Female,39,No,No,Yes,No,0,United States,California,Victorville,92392,34.486835,-117.362274,63235,Q3,Yes,6,66,Offer A,Yes,42.23,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,6936.85,0.0,0,2787.18,9724.03,4,Stayed,No,20,4016,Not Churned,Not Churned,0,0.3411156911939088,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Tech Support Offer + Online Security Offer + Plan/Pricing Review,35.8853707135992
0064-YIJGF,Male,60,No,No,Yes,Yes,3,United States,California,Yermo,92398,35.013299,-116.834092,1195,Q3,Yes,7,27,Offer C,Yes,25.26,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.75,1929.0,0.0,0,682.0200000000001,2611.02,3,Stayed,No,46,4994,Not Churned,Not Churned,0,0.02841971124574433,0,Low Risk,Maintain,Maintain Relationship,2.152793126865133
2386-OWURY,Female,20,Yes,No,No,No,0,United States,California,Yucaipa,92399,34.04597,-117.011825,41575,Q3,No,0,58,No Offer,Yes,35.55,No,Yes,Fiber Optic,73,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3,5817.7,0.0,0,2061.9,7879.599999999999,4,Stayed,No,68,6460,Not Churned,Not Churned,0,0.3949481329708875,1,Medium Risk,Monitor / Targeted Campaign,Contract Upgrade + Online Security Offer + Plan/Pricing Review,37.63855707212558
